date,year,week,accum,new,accum-week,last-doy
01/08/2016,2016,31,44652,172,1248,0
02/08/2016,2016,31,44838,186,1248,0
03/08/2016,2016,31,45022,184,1248,0
04/08/2016,2016,31,45193,171,1248,0
05/08/2016,2016,31,45367,174,1248,0
06/08/2016,2016,31,45540,173,1248,0
07/08/2016,2016,31,45728,188,1248,1
08/08/2016,2016,32,45894,166,1216,0
09/08/2016,2016,32,46048,154,1216,0
10/08/2016,2016,32,46236,188,1216,0
11/08/2016,2016,32,46412,176,1216,0
12/08/2016,2016,32,46585,173,1216,0
13/08/2016,2016,32,46773,188,1216,0
14/08/2016,2016,32,46944,171,1216,1
15/08/2016,2016,33,47126,182,1290,0
16/08/2016,2016,33,47293,167,1290,0
17/08/2016,2016,33,47487,194,1290,0
18/08/2016,2016,33,47694,207,1290,0
19/08/2016,2016,33,47894,200,1290,0
20/08/2016,2016,33,48060,166,1290,0
21/08/2016,2016,33,48234,174,1290,1
22/08/2016,2016,34,48403,169,1345,0
23/08/2016,2016,34,48608,205,1345,0
24/08/2016,2016,34,48784,176,1345,0
25/08/2016,2016,34,49001,217,1345,0
26/08/2016,2016,34,49221,220,1345,0
27/08/2016,2016,34,49412,191,1345,0
28/08/2016,2016,34,49579,167,1345,1
29/08/2016,2016,35,49740,161,1308,0
30/08/2016,2016,35,49947,207,1308,0
31/08/2016,2016,35,50164,217,1308,0
01/09/2016,2016,35,50333,169,1308,0
02/09/2016,2016,35,50507,174,1308,0
03/09/2016,2016,35,50695,188,1308,0
04/09/2016,2016,35,50887,192,1308,1
05/09/2016,2016,36,51069,182,1320,0
06/09/2016,2016,36,51245,176,1320,0
07/09/2016,2016,36,51419,174,1320,0
08/09/2016,2016,36,51632,213,1320,0
09/09/2016,2016,36,51819,187,1320,0
10/09/2016,2016,36,52018,199,1320,0
11/09/2016,2016,36,52207,189,1320,1
12/09/2016,2016,37,52397,190,1310,0
13/09/2016,2016,37,52577,180,1310,0
14/09/2016,2016,37,52769,192,1310,0
15/09/2016,2016,37,52952,183,1310,0
16/09/2016,2016,37,53143,191,1310,0
17/09/2016,2016,37,53318,175,1310,0
18/09/2016,2016,37,53517,199,1310,1
19/09/2016,2016,38,53702,185,1221,0
20/09/2016,2016,38,53874,172,1221,0
21/09/2016,2016,38,54066,192,1221,0
22/09/2016,2016,38,54218,152,1221,0
23/09/2016,2016,38,54398,180,1221,0
24/09/2016,2016,38,54563,165,1221,0
25/09/2016,2016,38,54738,175,1221,1
26/09/2016,2016,39,54899,161,1353,0
27/09/2016,2016,39,55109,210,1353,0
28/09/2016,2016,39,55295,186,1353,0
29/09/2016,2016,39,55491,196,1353,0
30/09/2016,2016,39,55689,198,1353,0
01/10/2016,2016,39,55917,228,1353,0
02/10/2016,2016,39,56091,174,1353,1
03/10/2016,2016,40,56272,181,1353,0
04/10/2016,2016,40,56468,196,1353,0
05/10/2016,2016,40,56656,188,1353,0
06/10/2016,2016,40,56850,194,1353,0
07/10/2016,2016,40,57060,210,1353,0
08/10/2016,2016,40,57265,205,1353,0
09/10/2016,2016,40,57444,179,1353,1
10/10/2016,2016,41,57640,196,1322,0
11/10/2016,2016,41,57845,205,1322,0
12/10/2016,2016,41,58004,159,1322,0
13/10/2016,2016,41,58216,212,1322,0
14/10/2016,2016,41,58400,184,1322,0
15/10/2016,2016,41,58590,190,1322,0
16/10/2016,2016,41,58766,176,1322,1
17/10/2016,2016,42,58969,203,1322,0
18/10/2016,2016,42,59173,204,1322,0
19/10/2016,2016,42,59348,175,1322,0
20/10/2016,2016,42,59541,193,1322,0
21/10/2016,2016,42,59736,195,1322,0
22/10/2016,2016,42,59940,204,1322,0
23/10/2016,2016,42,60088,148,1322,1
24/10/2016,2016,43,60270,182,1353,0
25/10/2016,2016,43,60475,205,1353,0
26/10/2016,2016,43,60670,195,1353,0
27/10/2016,2016,43,60860,190,1353,0
28/10/2016,2016,43,61043,183,1353,0
29/10/2016,2016,43,61236,193,1353,0
30/10/2016,2016,43,61441,205,1353,1
31/10/2016,2016,44,61649,208,1331,0
01/11/2016,2016,44,61843,194,1331,0
02/11/2016,2016,44,62031,188,1331,0
03/11/2016,2016,44,62230,199,1331,0
04/11/2016,2016,44,62416,186,1331,0
05/11/2016,2016,44,62597,181,1331,0
06/11/2016,2016,44,62772,175,1331,1
07/11/2016,2016,45,62979,207,1438,0
08/11/2016,2016,45,63187,208,1438,0
09/11/2016,2016,45,63397,210,1438,0
10/11/2016,2016,45,63587,190,1438,0
11/11/2016,2016,45,63787,200,1438,0
12/11/2016,2016,45,64008,221,1438,0
13/11/2016,2016,45,64210,202,1438,1
14/11/2016,2016,46,64420,210,1360,0
15/11/2016,2016,46,64621,201,1360,0
16/11/2016,2016,46,64818,197,1360,0
17/11/2016,2016,46,65007,189,1360,0
18/11/2016,2016,46,65196,189,1360,0
19/11/2016,2016,46,65373,177,1360,0
20/11/2016,2016,46,65570,197,1360,1
21/11/2016,2016,47,65779,209,1529,0
22/11/2016,2016,47,65985,206,1529,0
23/11/2016,2016,47,66222,237,1529,0
24/11/2016,2016,47,66448,226,1529,0
25/11/2016,2016,47,66655,207,1529,0
26/11/2016,2016,47,66897,242,1529,0
27/11/2016,2016,47,67099,202,1529,1
28/11/2016,2016,48,67331,232,1560,0
29/11/2016,2016,48,67570,239,1560,0
30/11/2016,2016,48,67772,202,1560,0
01/12/2016,2016,48,68020,248,1560,0
02/12/2016,2016,48,68240,220,1560,0
03/12/2016,2016,48,68465,225,1560,0
04/12/2016,2016,48,68659,194,1560,1
05/12/2016,2016,49,68881,222,1548,0
06/12/2016,2016,49,69120,239,1548,0
07/12/2016,2016,49,69351,231,1548,0
08/12/2016,2016,49,69571,220,1548,0
09/12/2016,2016,49,69778,207,1548,0
10/12/2016,2016,49,69988,210,1548,0
11/12/2016,2016,49,70207,219,1548,1
12/12/2016,2016,50,70423,216,1445,0
13/12/2016,2016,50,70634,211,1445,0
14/12/2016,2016,50,70855,221,1445,0
15/12/2016,2016,50,71057,202,1445,0
16/12/2016,2016,50,71272,215,1445,0
17/12/2016,2016,50,71463,191,1445,0
18/12/2016,2016,50,71652,189,1445,1
19/12/2016,2016,51,71852,200,1433,0
20/12/2016,2016,51,72071,219,1433,0
21/12/2016,2016,51,72302,231,1433,0
22/12/2016,2016,51,72512,210,1433,0
23/12/2016,2016,51,72711,199,1433,0
24/12/2016,2016,51,72886,175,1433,0
25/12/2016,2016,51,73085,199,1433,1
26/12/2016,2016,52,73304,219,1509,0
27/12/2016,2016,52,73560,256,1509,0
28/12/2016,2016,52,73755,195,1509,0
29/12/2016,2016,52,73978,223,1509,0
30/12/2016,2016,52,74220,242,1509,0
31/12/2016,2016,52,74432,212,1509,0
01/01/2017,2016,52,162,162,1509,1
02/01/2017,2017,1,405,405,1734,0
03/01/2017,2017,1,624,219,1734,0
04/01/2017,2017,1,855,231,1734,0
05/01/2017,2017,1,1073,218,1734,0
06/01/2017,2017,1,1311,238,1734,0
07/01/2017,2017,1,1538,227,1734,0
08/01/2017,2017,1,1734,196,1734,1
09/01/2017,2017,2,1935,201,1588,0
10/01/2017,2017,2,2165,230,1588,0
11/01/2017,2017,2,2430,265,1588,0
12/01/2017,2017,2,2677,247,1588,0
13/01/2017,2017,2,2883,206,1588,0
14/01/2017,2017,2,3109,226,1588,0
15/01/2017,2017,2,3322,213,1588,1
16/01/2017,2017,3,3522,200,1508,0
17/01/2017,2017,3,3763,241,1508,0
18/01/2017,2017,3,3992,229,1508,0
19/01/2017,2017,3,4213,221,1508,0
20/01/2017,2017,3,4426,213,1508,0
21/01/2017,2017,3,4632,206,1508,0
22/01/2017,2017,3,4830,198,1508,1
23/01/2017,2017,4,5026,196,1508,0
24/01/2017,2017,4,5233,207,1508,0
25/01/2017,2017,4,5441,208,1508,0
26/01/2017,2017,4,5658,217,1508,0
27/01/2017,2017,4,5873,215,1508,0
28/01/2017,2017,4,6113,240,1508,0
29/01/2017,2017,4,6338,225,1508,1
30/01/2017,2017,5,6574,236,1607,0
31/01/2017,2017,5,6779,205,1607,0
01/02/2017,2017,5,7014,235,1607,0
02/02/2017,2017,5,7237,223,1607,0
03/02/2017,2017,5,7483,246,1607,0
04/02/2017,2017,5,7737,254,1607,0
05/02/2017,2017,5,7945,208,1607,1
06/02/2017,2017,6,8158,213,1514,0
07/02/2017,2017,6,8350,192,1514,0
08/02/2017,2017,6,8611,261,1514,0
09/02/2017,2017,6,8837,226,1514,0
10/02/2017,2017,6,9055,218,1514,0
11/02/2017,2017,6,9241,186,1514,0
12/02/2017,2017,6,9459,218,1514,1
13/02/2017,2017,7,9683,224,1629,0
14/02/2017,2017,7,9937,254,1629,0
15/02/2017,2017,7,10163,226,1629,0
16/02/2017,2017,7,10377,214,1629,0
17/02/2017,2017,7,10644,267,1629,0
18/02/2017,2017,7,10860,216,1629,0
19/02/2017,2017,7,11088,228,1629,1
20/02/2017,2017,8,11311,223,1652,0
21/02/2017,2017,8,11564,253,1652,0
22/02/2017,2017,8,11804,240,1652,0
23/02/2017,2017,8,12028,224,1652,0
24/02/2017,2017,8,12265,237,1652,0
25/02/2017,2017,8,12489,224,1652,0
26/02/2017,2017,8,12740,251,1652,1
27/02/2017,2017,9,13009,269,1654,0
28/02/2017,2017,9,13241,232,1654,0
01/03/2017,2017,9,13468,227,1654,0
02/03/2017,2017,9,13700,232,1654,0
03/03/2017,2017,9,13924,224,1654,0
04/03/2017,2017,9,14165,241,1654,0
05/03/2017,2017,9,14394,229,1654,1
06/03/2017,2017,10,14656,262,1638,0
07/03/2017,2017,10,14902,246,1638,0
08/03/2017,2017,10,15126,224,1638,0
09/03/2017,2017,10,15360,234,1638,0
10/03/2017,2017,10,15583,223,1638,0
11/03/2017,2017,10,15806,223,1638,0
12/03/2017,2017,10,16032,226,1638,1
13/03/2017,2017,11,16281,249,1665,0
14/03/2017,2017,11,16512,231,1665,0
15/03/2017,2017,11,16766,254,1665,0
16/03/2017,2017,11,17016,250,1665,0
17/03/2017,2017,11,17257,241,1665,0
18/03/2017,2017,11,17472,215,1665,0
19/03/2017,2017,11,17697,225,1665,1
20/03/2017,2017,12,17894,197,1553,0
21/03/2017,2017,12,18116,222,1553,0
22/03/2017,2017,12,18340,224,1553,0
23/03/2017,2017,12,18574,234,1553,0
24/03/2017,2017,12,18802,228,1553,0
25/03/2017,2017,12,19031,229,1553,0
26/03/2017,2017,12,19250,219,1553,1
27/03/2017,2017,13,19448,198,1545,0
28/03/2017,2017,13,19673,225,1545,0
29/03/2017,2017,13,19898,225,1545,0
30/03/2017,2017,13,20130,232,1545,0
31/03/2017,2017,13,20356,226,1545,0
01/04/2017,2017,13,20577,221,1545,0
02/04/2017,2017,13,20795,218,1545,1
03/04/2017,2017,14,21013,218,1534,0
04/04/2017,2017,14,21244,231,1534,0
05/04/2017,2017,14,21452,208,1534,0
06/04/2017,2017,14,21696,244,1534,0
07/04/2017,2017,14,21918,222,1534,0
08/04/2017,2017,14,22148,230,1534,0
09/04/2017,2017,14,22329,181,1534,1
10/04/2017,2017,15,22545,216,1386,0
11/04/2017,2017,15,22743,198,1386,0
12/04/2017,2017,15,22951,208,1386,0
13/04/2017,2017,15,23146,195,1386,0
14/04/2017,2017,15,23346,200,1386,0
15/04/2017,2017,15,23523,177,1386,0
16/04/2017,2017,15,23715,192,1386,1
17/04/2017,2017,16,23900,185,1390,0
18/04/2017,2017,16,24112,212,1390,0
19/04/2017,2017,16,24310,198,1390,0
20/04/2017,2017,16,24488,178,1390,0
21/04/2017,2017,16,24691,203,1390,0
22/04/2017,2017,16,24897,206,1390,0
23/04/2017,2017,16,25105,208,1390,1
24/04/2017,2017,17,25314,209,1455,0
25/04/2017,2017,17,25534,220,1455,0
26/04/2017,2017,17,25753,219,1455,0
27/04/2017,2017,17,25957,204,1455,0
28/04/2017,2017,17,26138,181,1455,0
29/04/2017,2017,17,26354,216,1455,0
30/04/2017,2017,17,26560,206,1455,1
01/05/2017,2017,18,26747,187,1372,0
02/05/2017,2017,18,26955,208,1372,0
03/05/2017,2017,18,27157,202,1372,0
04/05/2017,2017,18,27342,185,1372,0
05/05/2017,2017,18,27523,181,1372,0
06/05/2017,2017,18,27716,193,1372,0
07/05/2017,2017,18,27932,216,1372,1
08/05/2017,2017,19,28115,183,1434,0
09/05/2017,2017,19,28318,203,1434,0
10/05/2017,2017,19,28564,246,1434,0
11/05/2017,2017,19,28761,197,1434,0
12/05/2017,2017,19,28972,211,1434,0
13/05/2017,2017,19,29167,195,1434,0
14/05/2017,2017,19,29366,199,1434,1
15/05/2017,2017,20,29551,185,1454,0
16/05/2017,2017,20,29764,213,1454,0
17/05/2017,2017,20,29964,200,1454,0
18/05/2017,2017,20,30170,206,1454,0
19/05/2017,2017,20,30419,249,1454,0
20/05/2017,2017,20,30622,203,1454,0
21/05/2017,2017,20,30820,198,1454,1
22/05/2017,2017,21,30995,175,1331,0
23/05/2017,2017,21,31202,207,1331,0
24/05/2017,2017,21,31372,170,1331,0
25/05/2017,2017,21,31567,195,1331,0
26/05/2017,2017,21,31751,184,1331,0
27/05/2017,2017,21,31966,215,1331,0
28/05/2017,2017,21,32151,185,1331,1
29/05/2017,2017,22,32312,161,1280,0
30/05/2017,2017,22,32524,212,1280,0
31/05/2017,2017,22,32708,184,1280,0
01/06/2017,2017,22,32883,175,1280,0
02/06/2017,2017,22,33058,175,1280,0
03/06/2017,2017,22,33261,203,1280,0
04/06/2017,2017,22,33431,170,1280,1
05/06/2017,2017,23,33618,187,1361,0
06/06/2017,2017,23,33816,198,1361,0
07/06/2017,2017,23,34019,203,1361,0
08/06/2017,2017,23,34225,206,1361,0
09/06/2017,2017,23,34437,212,1361,0
10/06/2017,2017,23,34604,167,1361,0
11/06/2017,2017,23,34792,188,1361,1
12/06/2017,2017,24,35007,215,1312,0
13/06/2017,2017,24,35199,192,1312,0
14/06/2017,2017,24,35385,186,1312,0
15/06/2017,2017,24,35562,177,1312,0
16/06/2017,2017,24,35764,202,1312,0
17/06/2017,2017,24,35943,179,1312,0
18/06/2017,2017,24,36104,161,1312,1
19/06/2017,2017,25,36333,229,1374,0
20/06/2017,2017,25,36520,187,1374,0
21/06/2017,2017,25,36717,197,1374,0
22/06/2017,2017,25,36900,183,1374,0
23/06/2017,2017,25,37103,203,1374,0
24/06/2017,2017,25,37301,198,1374,0
25/06/2017,2017,25,37478,177,1374,1
26/06/2017,2017,26,37664,186,1352,0
27/06/2017,2017,26,37864,200,1352,0
28/06/2017,2017,26,38052,188,1352,0
29/06/2017,2017,26,38246,194,1352,0
30/06/2017,2017,26,38440,194,1352,0
01/07/2017,2017,26,38639,199,1352,0
02/07/2017,2017,26,38830,191,1352,1
03/07/2017,2017,27,39005,175,1315,0
04/07/2017,2017,27,39166,161,1315,0
05/07/2017,2017,27,39362,196,1315,0
06/07/2017,2017,27,39569,207,1315,0
07/07/2017,2017,27,39749,180,1315,0
08/07/2017,2017,27,39936,187,1315,0
09/07/2017,2017,27,40145,209,1315,1
10/07/2017,2017,28,40350,205,1359,0
11/07/2017,2017,28,40530,180,1359,0
12/07/2017,2017,28,40735,205,1359,0
13/07/2017,2017,28,40933,198,1359,0
14/07/2017,2017,28,41122,189,1359,0
15/07/2017,2017,28,41322,200,1359,0
16/07/2017,2017,28,41504,182,1359,1
17/07/2017,2017,29,41695,191,1305,0
18/07/2017,2017,29,41895,200,1305,0
19/07/2017,2017,29,42076,181,1305,0
20/07/2017,2017,29,42248,172,1305,0
21/07/2017,2017,29,42440,192,1305,0
22/07/2017,2017,29,42621,181,1305,0
23/07/2017,2017,29,42809,188,1305,1
24/07/2017,2017,30,43008,199,1390,0
25/07/2017,2017,30,43201,193,1390,0
26/07/2017,2017,30,43401,200,1390,0
27/07/2017,2017,30,43603,202,1390,0
28/07/2017,2017,30,43801,198,1390,0
29/07/2017,2017,30,44008,207,1390,0
30/07/2017,2017,30,44199,191,1390,1
31/07/2017,2017,31,44378,179,1401,0
01/08/2017,2017,31,44587,209,1401,0
02/08/2017,2017,31,44818,231,1401,0
03/08/2017,2017,31,45014,196,1401,0
04/08/2017,2017,31,45214,200,1401,0
05/08/2017,2017,31,45398,184,1401,0
06/08/2017,2017,31,45600,202,1401,1
07/08/2017,2017,32,45774,174,1298,0
08/08/2017,2017,32,45966,192,1298,0
09/08/2017,2017,32,46143,177,1298,0
10/08/2017,2017,32,46324,181,1298,0
11/08/2017,2017,32,46528,204,1298,0
12/08/2017,2017,32,46719,191,1298,0
13/08/2017,2017,32,46898,179,1298,1
14/08/2017,2017,33,47085,187,1293,0
15/08/2017,2017,33,47264,179,1293,0
16/08/2017,2017,33,47452,188,1293,0
17/08/2017,2017,33,47634,182,1293,0
18/08/2017,2017,33,47817,183,1293,0
19/08/2017,2017,33,47998,181,1293,0
20/08/2017,2017,33,48191,193,1293,1
21/08/2017,2017,34,48364,173,1276,0
22/08/2017,2017,34,48550,186,1276,0
23/08/2017,2017,34,48745,195,1276,0
24/08/2017,2017,34,48913,168,1276,0
25/08/2017,2017,34,49110,197,1276,0
26/08/2017,2017,34,49295,185,1276,0
27/08/2017,2017,34,49467,172,1276,1
28/08/2017,2017,35,49660,193,1350,0
29/08/2017,2017,35,49880,220,1350,0
30/08/2017,2017,35,50043,163,1350,0
31/08/2017,2017,35,50241,198,1350,0
01/09/2017,2017,35,50425,184,1350,0
02/09/2017,2017,35,50618,193,1350,0
03/09/2017,2017,35,50817,199,1350,1
04/09/2017,2017,36,51005,188,1422,0
05/09/2017,2017,36,51206,201,1422,0
06/09/2017,2017,36,51430,224,1422,0
07/09/2017,2017,36,51615,185,1422,0
08/09/2017,2017,36,51829,214,1422,0
09/09/2017,2017,36,52047,218,1422,0
10/09/2017,2017,36,52239,192,1422,1
11/09/2017,2017,37,52432,193,1481,0
12/09/2017,2017,37,52638,206,1481,0
13/09/2017,2017,37,52829,191,1481,0
14/09/2017,2017,37,53051,222,1481,0
15/09/2017,2017,37,53256,205,1481,0
16/09/2017,2017,37,53506,250,1481,0
17/09/2017,2017,37,53720,214,1481,1
18/09/2017,2017,38,53926,206,1570,0
19/09/2017,2017,38,54100,174,1570,0
20/09/2017,2017,38,54414,314,1570,0
21/09/2017,2017,38,54659,245,1570,0
22/09/2017,2017,38,54878,219,1570,0
23/09/2017,2017,38,55118,240,1570,0
24/09/2017,2017,38,55290,172,1570,1
25/09/2017,2017,39,55474,184,1341,0
