date,year,week,accum,new,accum-week,last-doy
26/09/2017,2017,39,55676,202,1341,0
27/09/2017,2017,39,55884,208,1341,0
28/09/2017,2017,39,56087,203,1341,0
29/09/2017,2017,39,56271,184,1341,0
30/09/2017,2017,39,56456,185,1341,0
01/10/2017,2017,39,56631,175,1341,1
02/10/2017,2017,40,56802,171,1367,0
03/10/2017,2017,40,57016,214,1367,0
04/10/2017,2017,40,57204,188,1367,0
05/10/2017,2017,40,57387,183,1367,0
06/10/2017,2017,40,57597,210,1367,0
07/10/2017,2017,40,57800,203,1367,0
08/10/2017,2017,40,57998,198,1367,1
09/10/2017,2017,41,58193,195,1316,0
10/10/2017,2017,41,58400,207,1316,0
11/10/2017,2017,41,58585,185,1316,0
12/10/2017,2017,41,58779,194,1316,0
13/10/2017,2017,41,58948,169,1316,0
14/10/2017,2017,41,59146,198,1316,0
15/10/2017,2017,41,59314,168,1316,1
16/10/2017,2017,42,59520,206,1384,0
17/10/2017,2017,42,59708,188,1384,0
18/10/2017,2017,42,59904,196,1384,0
19/10/2017,2017,42,60095,191,1384,0
20/10/2017,2017,42,60310,215,1384,0
21/10/2017,2017,42,60497,187,1384,0
22/10/2017,2017,42,60698,201,1384,1
23/10/2017,2017,43,60902,204,1397,0
24/10/2017,2017,43,61085,183,1397,0
25/10/2017,2017,43,61282,197,1397,0
26/10/2017,2017,43,61485,203,1397,0
27/10/2017,2017,43,61683,198,1397,0
28/10/2017,2017,43,61879,196,1397,0
29/10/2017,2017,43,62095,216,1397,1
30/10/2017,2017,44,62308,213,1363,0
31/10/2017,2017,44,62512,204,1363,0
01/11/2017,2017,44,62685,173,1363,0
02/11/2017,2017,44,62856,171,1363,0
03/11/2017,2017,44,63067,211,1363,0
04/11/2017,2017,44,63267,200,1363,0
05/11/2017,2017,44,63458,191,1363,1
06/11/2017,2017,45,63669,211,1409,0
07/11/2017,2017,45,63873,204,1409,0
08/11/2017,2017,45,64072,199,1409,0
09/11/2017,2017,45,64279,207,1409,0
10/11/2017,2017,45,64477,198,1409,0
11/11/2017,2017,45,64706,229,1409,0
12/11/2017,2017,45,64867,161,1409,1
13/11/2017,2017,46,65078,211,1424,0
14/11/2017,2017,46,65280,202,1424,0
15/11/2017,2017,46,65475,195,1424,0
16/11/2017,2017,46,65658,183,1424,0
17/11/2017,2017,46,65885,227,1424,0
18/11/2017,2017,46,66082,197,1424,0
19/11/2017,2017,46,66291,209,1424,1
20/11/2017,2017,47,66511,220,1384,0
21/11/2017,2017,47,66691,180,1384,0
22/11/2017,2017,47,66901,210,1384,0
23/11/2017,2017,47,67078,177,1384,0
24/11/2017,2017,47,67283,205,1384,0
25/11/2017,2017,47,67484,201,1384,0
26/11/2017,2017,47,67675,191,1384,1
27/11/2017,2017,48,67875,200,1492,0
28/11/2017,2017,48,68105,230,1492,0
29/11/2017,2017,48,68322,217,1492,0
30/11/2017,2017,48,68540,218,1492,0
01/12/2017,2017,48,68758,218,1492,0
02/12/2017,2017,48,68944,186,1492,0
03/12/2017,2017,48,69167,223,1492,1
04/12/2017,2017,49,69400,233,1537,0
05/12/2017,2017,49,69625,225,1537,0
06/12/2017,2017,49,69850,225,1537,0
07/12/2017,2017,49,70054,204,1537,0
08/12/2017,2017,49,70297,243,1537,0
09/12/2017,2017,49,70495,198,1537,0
10/12/2017,2017,49,70704,209,1537,1
11/12/2017,2017,50,70912,208,1659,0
12/12/2017,2017,50,71153,241,1659,0
13/12/2017,2017,50,71376,223,1659,0
14/12/2017,2017,50,71594,218,1659,0
15/12/2017,2017,50,71846,252,1659,0
16/12/2017,2017,50,72093,247,1659,0
17/12/2017,2017,50,72363,270,1659,1
18/12/2017,2017,51,72628,265,1634,0
19/12/2017,2017,51,72859,231,1634,0
20/12/2017,2017,51,73086,227,1634,0
21/12/2017,2017,51,73315,229,1634,0
22/12/2017,2017,51,73543,228,1634,0
23/12/2017,2017,51,73767,224,1634,0
24/12/2017,2017,51,73997,230,1634,1
25/12/2017,2017,52,74205,208,1651,0
26/12/2017,2017,52,74450,245,1651,0
27/12/2017,2017,52,74672,222,1651,0
28/12/2017,2017,52,74918,246,1651,0
29/12/2017,2017,52,75166,248,1651,0
30/12/2017,2017,52,75404,238,1651,0
31/12/2017,2017,52,75648,244,1651,1
01/01/2018,2018,1,226,226,1952,0
02/01/2018,2018,1,447,221,1952,0
03/01/2018,2018,1,701,254,1952,0
04/01/2018,2018,1,934,233,1952,0
05/01/2018,2018,1,1179,245,1952,0
06/01/2018,2018,1,1435,256,1952,0
07/01/2018,2018,1,1693,258,1952,1
08/01/2018,2018,2,1967,274,1771,0
09/01/2018,2018,2,2202,235,1771,0
10/01/2018,2018,2,2464,262,1771,0
11/01/2018,2018,2,2694,230,1771,0
12/01/2018,2018,2,2948,254,1771,0
13/01/2018,2018,2,3221,273,1771,0
14/01/2018,2018,2,3464,243,1771,1
15/01/2018,2018,3,3741,277,1914,0
16/01/2018,2018,3,4015,274,1914,0
17/01/2018,2018,3,4256,241,1914,0
18/01/2018,2018,3,4543,287,1914,0
19/01/2018,2018,3,4822,279,1914,0
20/01/2018,2018,3,5108,286,1914,0
21/01/2018,2018,3,5378,270,1914,1
22/01/2018,2018,4,5654,276,1851,0
23/01/2018,2018,4,5927,273,1851,0
24/01/2018,2018,4,6201,274,1851,0
25/01/2018,2018,4,6463,262,1851,0
26/01/2018,2018,4,6723,260,1851,0
27/01/2018,2018,4,6979,256,1851,0
28/01/2018,2018,4,7229,250,1851,1
29/01/2018,2018,5,7478,249,1790,0
30/01/2018,2018,5,7718,240,1790,0
31/01/2018,2018,5,7944,226,1790,0
01/02/2018,2018,5,8223,279,1790,0
02/02/2018,2018,5,8498,275,1790,0
03/02/2018,2018,5,8756,258,1790,0
04/02/2018,2018,5,9019,263,1790,1
05/02/2018,2018,6,9292,273,1748,0
06/02/2018,2018,6,9552,260,1748,0
07/02/2018,2018,6,9786,234,1748,0
08/02/2018,2018,6,10065,279,1748,0
09/02/2018,2018,6,10297,232,1748,0
10/02/2018,2018,6,10533,236,1748,0
11/02/2018,2018,6,10767,234,1748,1
12/02/2018,2018,7,10998,231,1581,0
13/02/2018,2018,7,11238,240,1581,0
14/02/2018,2018,7,11478,240,1581,0
15/02/2018,2018,7,11718,240,1581,0
16/02/2018,2018,7,11926,208,1581,0
17/02/2018,2018,7,12134,208,1581,0
18/02/2018,2018,7,12348,214,1581,1
19/02/2018,2018,8,12598,250,1657,0
20/02/2018,2018,8,12815,217,1657,0
21/02/2018,2018,8,13059,244,1657,0
22/02/2018,2018,8,13281,222,1657,0
23/02/2018,2018,8,13529,248,1657,0
24/02/2018,2018,8,13758,229,1657,0
25/02/2018,2018,8,14005,247,1657,1
26/02/2018,2018,9,14235,230,1575,0
27/02/2018,2018,9,14488,253,1575,0
28/02/2018,2018,9,14708,220,1575,0
01/03/2018,2018,9,14913,205,1575,0
02/03/2018,2018,9,15114,201,1575,0
03/03/2018,2018,9,15340,226,1575,0
04/03/2018,2018,9,15580,240,1575,1
05/03/2018,2018,10,15773,193,1410,0
06/03/2018,2018,10,15962,189,1410,0
07/03/2018,2018,10,16188,226,1410,0
08/03/2018,2018,10,16406,218,1410,0
09/03/2018,2018,10,16603,197,1410,0
10/03/2018,2018,10,16815,212,1410,0
11/03/2018,2018,10,16990,175,1410,1
12/03/2018,2018,11,17208,218,1458,0
13/03/2018,2018,11,17402,194,1458,0
14/03/2018,2018,11,17622,220,1458,0
15/03/2018,2018,11,17814,192,1458,0
16/03/2018,2018,11,18047,233,1458,0
17/03/2018,2018,11,18249,202,1458,0
18/03/2018,2018,11,18448,199,1458,1
19/03/2018,2018,12,18665,217,1393,0
20/03/2018,2018,12,18868,203,1393,0
21/03/2018,2018,12,19084,216,1393,0
22/03/2018,2018,12,19283,199,1393,0
23/03/2018,2018,12,19482,199,1393,0
24/03/2018,2018,12,19674,192,1393,0
25/03/2018,2018,12,19841,167,1393,1
26/03/2018,2018,13,20036,195,1350,0
27/03/2018,2018,13,20242,206,1350,0
28/03/2018,2018,13,20447,205,1350,0
29/03/2018,2018,13,20658,211,1350,0
30/03/2018,2018,13,20863,205,1350,0
31/03/2018,2018,13,21027,164,1350,0
01/04/2018,2018,13,21191,164,1350,1
02/04/2018,2018,14,21363,172,1415,0
03/04/2018,2018,14,21571,208,1415,0
04/04/2018,2018,14,21795,224,1415,0
05/04/2018,2018,14,22006,211,1415,0
06/04/2018,2018,14,22207,201,1415,0
07/04/2018,2018,14,22415,208,1415,0
08/04/2018,2018,14,22606,191,1415,1
09/04/2018,2018,15,22821,215,1403,0
10/04/2018,2018,15,23044,223,1403,0
11/04/2018,2018,15,23239,195,1403,0
12/04/2018,2018,15,23419,180,1403,0
13/04/2018,2018,15,23606,187,1403,0
14/04/2018,2018,15,23823,217,1403,0
15/04/2018,2018,15,24009,186,1403,1
16/04/2018,2018,16,24200,191,1357,0
17/04/2018,2018,16,24378,178,1357,0
18/04/2018,2018,16,24567,189,1357,0
19/04/2018,2018,16,24763,196,1357,0
20/04/2018,2018,16,24968,205,1357,0
21/04/2018,2018,16,25164,196,1357,0
22/04/2018,2018,16,25366,202,1357,1
23/04/2018,2018,17,25588,222,1377,0
24/04/2018,2018,17,25776,188,1377,0
25/04/2018,2018,17,25978,202,1377,0
26/04/2018,2018,17,26168,190,1377,0
27/04/2018,2018,17,26366,198,1377,0
28/04/2018,2018,17,26540,174,1377,0
29/04/2018,2018,17,26743,203,1377,1
30/04/2018,2018,18,26922,179,1389,0
01/05/2018,2018,18,27128,206,1389,0
02/05/2018,2018,18,27347,219,1389,0
03/05/2018,2018,18,27533,186,1389,0
04/05/2018,2018,18,27733,200,1389,0
05/05/2018,2018,18,27945,212,1389,0
06/05/2018,2018,18,28132,187,1389,1
07/05/2018,2018,19,28318,186,1402,0
08/05/2018,2018,19,28518,200,1402,0
09/05/2018,2018,19,28741,223,1402,0
10/05/2018,2018,19,28933,192,1402,0
11/05/2018,2018,19,29163,230,1402,0
12/05/2018,2018,19,29362,199,1402,0
13/05/2018,2018,19,29534,172,1402,1
14/05/2018,2018,20,29737,203,1408,0
15/05/2018,2018,20,29956,219,1408,0
16/05/2018,2018,20,30155,199,1408,0
17/05/2018,2018,20,30384,229,1408,0
18/05/2018,2018,20,30564,180,1408,0
19/05/2018,2018,20,30758,194,1408,0
20/05/2018,2018,20,30942,184,1408,1
21/05/2018,2018,21,31140,198,1317,0
22/05/2018,2018,21,31335,195,1317,0
23/05/2018,2018,21,31508,173,1317,0
24/05/2018,2018,21,31694,186,1317,0
25/05/2018,2018,21,31880,186,1317,0
26/05/2018,2018,21,32071,191,1317,0
27/05/2018,2018,21,32259,188,1317,1
28/05/2018,2018,22,32464,205,1417,0
29/05/2018,2018,22,32673,209,1417,0
30/05/2018,2018,22,32873,200,1417,0
31/05/2018,2018,22,33060,187,1417,0
01/06/2018,2018,22,33270,210,1417,0
02/06/2018,2018,22,33481,211,1417,0
03/06/2018,2018,22,33676,195,1417,1
04/06/2018,2018,23,33879,203,1386,0
05/06/2018,2018,23,34094,215,1386,0
06/06/2018,2018,23,34293,199,1386,0
07/06/2018,2018,23,34493,200,1386,0
08/06/2018,2018,23,34687,194,1386,0
09/06/2018,2018,23,34886,199,1386,0
10/06/2018,2018,23,35062,176,1386,1
11/06/2018,2018,24,35269,207,1333,0
12/06/2018,2018,24,35465,196,1333,0
13/06/2018,2018,24,35648,183,1333,0
14/06/2018,2018,24,35832,184,1333,0
15/06/2018,2018,24,36016,184,1333,0
16/06/2018,2018,24,36197,181,1333,0
17/06/2018,2018,24,36395,198,1333,1
18/06/2018,2018,25,36579,184,1398,0
19/06/2018,2018,25,36772,193,1398,0
20/06/2018,2018,25,36974,202,1398,0
21/06/2018,2018,25,37188,214,1398,0
22/06/2018,2018,25,37401,213,1398,0
23/06/2018,2018,25,37609,208,1398,0
24/06/2018,2018,25,37793,184,1398,1
25/06/2018,2018,26,38003,210,1386,0
26/06/2018,2018,26,38217,214,1386,0
27/06/2018,2018,26,38417,200,1386,0
28/06/2018,2018,26,38617,200,1386,0
29/06/2018,2018,26,38816,199,1386,0
30/06/2018,2018,26,39005,189,1386,0
01/07/2018,2018,26,39179,174,1386,1
02/07/2018,2018,27,39354,175,1287,0
03/07/2018,2018,27,39548,194,1287,0
04/07/2018,2018,27,39742,194,1287,0
05/07/2018,2018,27,39910,168,1287,0
06/07/2018,2018,27,40108,198,1287,0
07/07/2018,2018,27,40315,207,1287,0
08/07/2018,2018,27,40466,151,1287,1
09/07/2018,2018,28,40676,210,1366,0
10/07/2018,2018,28,40860,184,1366,0
11/07/2018,2018,28,41059,199,1366,0
12/07/2018,2018,28,41247,188,1366,0
13/07/2018,2018,28,41458,211,1366,0
14/07/2018,2018,28,41658,200,1366,0
15/07/2018,2018,28,41832,174,1366,1
16/07/2018,2018,29,42040,208,1369,0
17/07/2018,2018,29,42222,182,1369,0
18/07/2018,2018,29,42422,200,1369,0
19/07/2018,2018,29,42620,198,1369,0
20/07/2018,2018,29,42819,199,1369,0
21/07/2018,2018,29,43012,193,1369,0
22/07/2018,2018,29,43201,189,1369,1
23/07/2018,2018,30,43358,157,1362,0
24/07/2018,2018,30,43596,238,1362,0
25/07/2018,2018,30,43796,200,1362,0
26/07/2018,2018,30,43964,168,1362,0
27/07/2018,2018,30,44167,203,1362,0
28/07/2018,2018,30,44370,203,1362,0
29/07/2018,2018,30,44563,193,1362,1
30/07/2018,2018,31,44770,207,1314,0
31/07/2018,2018,31,44956,186,1314,0
01/08/2018,2018,31,45159,203,1314,0
02/08/2018,2018,31,45346,187,1314,0
03/08/2018,2018,31,45555,209,1314,0
04/08/2018,2018,31,45738,183,1314,0
05/08/2018,2018,31,45877,139,1314,1
06/08/2018,2018,32,46083,206,1398,0
07/08/2018,2018,32,46268,185,1398,0
08/08/2018,2018,32,46479,211,1398,0
09/08/2018,2018,32,46690,211,1398,0
10/08/2018,2018,32,46887,197,1398,0
11/08/2018,2018,32,47083,196,1398,0
12/08/2018,2018,32,47275,192,1398,1
13/08/2018,2018,33,47471,196,1369,0
14/08/2018,2018,33,47646,175,1369,0
15/08/2018,2018,33,47813,167,1369,0
16/08/2018,2018,33,47999,186,1369,0
17/08/2018,2018,33,48217,218,1369,0
18/08/2018,2018,33,48413,196,1369,0
19/08/2018,2018,33,48644,231,1369,1
20/08/2018,2018,34,48834,190,1320,0
21/08/2018,2018,34,49017,183,1320,0
22/08/2018,2018,34,49208,191,1320,0
23/08/2018,2018,34,49370,162,1320,0
24/08/2018,2018,34,49567,197,1320,0
25/08/2018,2018,34,49787,220,1320,0
26/08/2018,2018,34,49964,177,1320,1
27/08/2018,2018,35,50166,202,1323,0
28/08/2018,2018,35,50343,177,1323,0
29/08/2018,2018,35,50528,185,1323,0
30/08/2018,2018,35,50726,198,1323,0
31/08/2018,2018,35,50922,196,1323,0
01/09/2018,2018,35,51114,192,1323,0
02/09/2018,2018,35,51287,173,1323,1
03/09/2018,2018,36,51482,195,1400,0
04/09/2018,2018,36,51693,211,1400,0
05/09/2018,2018,36,51909,216,1400,0
06/09/2018,2018,36,52129,220,1400,0
07/09/2018,2018,36,52325,196,1400,0
08/09/2018,2018,36,52513,188,1400,0
09/09/2018,2018,36,52687,174,1400,1
10/09/2018,2018,37,52874,187,1393,0
11/09/2018,2018,37,53088,214,1393,0
12/09/2018,2018,37,53286,198,1393,0
13/09/2018,2018,37,53471,185,1393,0
14/09/2018,2018,37,53685,214,1393,0
15/09/2018,2018,37,53899,214,1393,0
16/09/2018,2018,37,54080,181,1393,1
17/09/2018,2018,38,54309,229,1398,0
18/09/2018,2018,38,54505,196,1398,0
19/09/2018,2018,38,54689,184,1398,0
20/09/2018,2018,38,54880,191,1398,0
21/09/2018,2018,38,55060,180,1398,0
22/09/2018,2018,38,55272,212,1398,0
23/09/2018,2018,38,55478,206,1398,1
24/09/2018,2018,39,55681,203,1354,0
25/09/2018,2018,39,55888,207,1354,0
26/09/2018,2018,39,56100,212,1354,0
27/09/2018,2018,39,56296,196,1354,0
28/09/2018,2018,39,56488,192,1354,0
29/09/2018,2018,39,56668,180,1354,0
30/09/2018,2018,39,56832,164,1354,1
01/10/2018,2018,40,57000,168,1323,0
02/10/2018,2018,40,57194,194,1323,0
03/10/2018,2018,40,57384,190,1323,0
04/10/2018,2018,40,57594,210,1323,0
05/10/2018,2018,40,57800,206,1323,0
06/10/2018,2018,40,57984,184,1323,0
07/10/2018,2018,40,58155,171,1323,1
08/10/2018,2018,41,58376,221,1442,0
09/10/2018,2018,41,58572,196,1442,0
10/10/2018,2018,41,58793,221,1442,0
11/10/2018,2018,41,58971,178,1442,0
12/10/2018,2018,41,59196,225,1442,0
13/10/2018,2018,41,59404,208,1442,0
14/10/2018,2018,41,59597,193,1442,1
15/10/2018,2018,42,59810,213,1403,0
16/10/2018,2018,42,60000,190,1403,0
17/10/2018,2018,42,60212,212,1403,0
18/10/2018,2018,42,60418,206,1403,0
19/10/2018,2018,42,60614,196,1403,0
20/10/2018,2018,42,60808,194,1403,0
21/10/2018,2018,42,61000,192,1403,1
22/10/2018,2018,43,61206,206,1496,0
23/10/2018,2018,43,61389,183,1496,0
24/10/2018,2018,43,61604,215,1496,0
25/10/2018,2018,43,61798,194,1496,0
26/10/2018,2018,43,62018,220,1496,0
27/10/2018,2018,43,62270,252,1496,0
28/10/2018,2018,43,62496,226,1496,1
29/10/2018,2018,44,62696,200,1420,0
30/10/2018,2018,44,62896,200,1420,0
31/10/2018,2018,44,63113,217,1420,0
01/11/2018,2018,44,63330,217,1420,0
02/11/2018,2018,44,63532,202,1420,0
03/11/2018,2018,44,63732,200,1420,0
04/11/2018,2018,44,63916,184,1420,1
05/11/2018,2018,45,64122,206,1455,0
06/11/2018,2018,45,64332,210,1455,0
07/11/2018,2018,45,64538,206,1455,0
08/11/2018,2018,45,64741,203,1455,0
09/11/2018,2018,45,64958,217,1455,0
10/11/2018,2018,45,65174,216,1455,0
11/11/2018,2018,45,65371,197,1455,1
12/11/2018,2018,46,65576,205,1520,0
13/11/2018,2018,46,65792,216,1520,0
14/11/2018,2018,46,65993,201,1520,0
15/11/2018,2018,46,66206,213,1520,0
16/11/2018,2018,46,66437,231,1520,0
17/11/2018,2018,46,66662,225,1520,0
18/11/2018,2018,46,66891,229,1520,1
19/11/2018,2018,47,67117,226,1538,0
20/11/2018,2018,47,67347,230,1538,0
21/11/2018,2018,47,67561,214,1538,0
22/11/2018,2018,47,67783,222,1538,0
23/11/2018,2018,47,68004,221,1538,0
24/11/2018,2018,47,68214,210,1538,0
25/11/2018,2018,47,68429,215,1538,1
26/11/2018,2018,48,68649,220,1563,0
27/11/2018,2018,48,68894,245,1563,0
28/11/2018,2018,48,69103,209,1563,0
29/11/2018,2018,48,69334,231,1563,0
30/11/2018,2018,48,69555,221,1563,0
01/12/2018,2018,48,69772,217,1563,0
02/12/2018,2018,48,69992,220,1563,1
03/12/2018,2018,49,70233,241,1608,0
04/12/2018,2018,49,70460,227,1608,0
05/12/2018,2018,49,70714,254,1608,0
06/12/2018,2018,49,70952,238,1608,0
07/12/2018,2018,49,71151,199,1608,0
08/12/2018,2018,49,71394,243,1608,0
09/12/2018,2018,49,71600,206,1608,1
10/12/2018,2018,50,71822,222,1556,0
11/12/2018,2018,50,72040,218,1556,0
12/12/2018,2018,50,72266,226,1556,0
13/12/2018,2018,50,72476,210,1556,0
14/12/2018,2018,50,72733,257,1556,0
15/12/2018,2018,50,72964,231,1556,0
16/12/2018,2018,50,73156,192,1556,1
17/12/2018,2018,51,73405,249,1708,0
18/12/2018,2018,51,73650,245,1708,0
19/12/2018,2018,51,73893,243,1708,0
20/12/2018,2018,51,74172,279,1708,0
21/12/2018,2018,51,74407,235,1708,0
22/12/2018,2018,51,74630,223,1708,0
23/12/2018,2018,51,74864,234,1708,1
24/12/2018,2018,52,75144,280,1876,0
25/12/2018,2018,52,75377,233,1876,0
26/12/2018,2018,52,75659,282,1876,0
27/12/2018,2018,52,75937,278,1876,0
28/12/2018,2018,52,76208,271,1876,0
29/12/2018,2018,52,76457,249,1876,0
30/12/2018,2018,52,76740,283,1876,1
31/12/2018,2019,1,76999,266,1755,0
01/01/2019,2019,1,258,258,1845,0
02/01/2019,2019,1,542,284,1845,0
03/01/2019,2019,1,777,235,1845,0
04/01/2019,2019,1,1069,292,1845,0
05/01/2019,2019,1,1330,261,1845,0
06/01/2019,2019,1,1603,273,1845,1
07/01/2019,2019,2,1888,285,1866,0
08/01/2019,2019,2,2169,281,1866,0
09/01/2019,2019,2,2402,233,1866,0
10/01/2019,2019,2,2689,287,1866,0
11/01/2019,2019,2,2929,240,1866,0
12/01/2019,2019,2,3210,281,1866,0
13/01/2019,2019,2,3469,259,1866,1
14/01/2019,2019,3,3716,247,1761,0
15/01/2019,2019,3,3941,225,1761,0
16/01/2019,2019,3,4247,306,1761,0
17/01/2019,2019,3,4475,228,1761,0
18/01/2019,2019,3,4712,237,1761,0
19/01/2019,2019,3,4964,252,1761,0
20/01/2019,2019,3,5230,266,1761,1
21/01/2019,2019,4,5494,264,1818,0
22/01/2019,2019,4,5778,284,1818,0
23/01/2019,2019,4,6024,246,1818,0
24/01/2019,2019,4,6284,260,1818,0
25/01/2019,2019,4,6524,240,1818,0
26/01/2019,2019,4,6789,265,1818,0
27/01/2019,2019,4,7048,259,1818,1
28/01/2019,2019,5,7285,237,1720,0
29/01/2019,2019,5,7548,263,1720,0
30/01/2019,2019,5,7794,246,1720,0
31/01/2019,2019,5,8043,249,1720,0
01/02/2019,2019,5,8262,219,1720,0
02/02/2019,2019,5,8526,264,1720,0
03/02/2019,2019,5,8768,242,1720,1
04/02/2019,2019,6,8963,195,1629,0
05/02/2019,2019,6,9217,254,1629,0
06/02/2019,2019,6,9452,235,1629,0
07/02/2019,2019,6,9682,230,1629,0
08/02/2019,2019,6,9957,275,1629,0
09/02/2019,2019,6,10183,226,1629,0
10/02/2019,2019,6,10397,214,1629,1
11/02/2019,2019,7,10620,223,1583,0
12/02/2019,2019,7,10852,232,1583,0
13/02/2019,2019,7,11063,211,1583,0
14/02/2019,2019,7,11276,213,1583,0
15/02/2019,2019,7,11513,237,1583,0
16/02/2019,2019,7,11757,244,1583,0
17/02/2019,2019,7,11980,223,1583,1
18/02/2019,2019,8,12204,224,1547,0
19/02/2019,2019,8,12459,255,1547,0
20/02/2019,2019,8,12668,209,1547,0
21/02/2019,2019,8,12890,222,1547,0
22/02/2019,2019,8,13120,230,1547,0
23/02/2019,2019,8,13321,201,1547,0
24/02/2019,2019,8,13527,206,1547,1
25/02/2019,2019,9,13742,215,1528,0
26/02/2019,2019,9,13956,214,1528,0
27/02/2019,2019,9,14191,235,1528,0
28/02/2019,2019,9,14398,207,1528,0
01/03/2019,2019,9,14591,193,1528,0
02/03/2019,2019,9,14817,226,1528,0
03/03/2019,2019,9,15055,238,1528,1
04/03/2019,2019,10,15267,212,1519,0
05/03/2019,2019,10,15476,209,1519,0
06/03/2019,2019,10,15701,225,1519,0
07/03/2019,2019,10,15904,203,1519,0
08/03/2019,2019,10,16132,228,1519,0
09/03/2019,2019,10,16355,223,1519,0
10/03/2019,2019,10,16574,219,1519,1
11/03/2019,2019,11,16790,216,1474,0
12/03/2019,2019,11,17025,235,1474,0
13/03/2019,2019,11,17234,209,1474,0
14/03/2019,2019,11,17422,188,1474,0
15/03/2019,2019,11,17628,206,1474,0
16/03/2019,2019,11,17847,219,1474,0
17/03/2019,2019,11,18048,201,1474,1
18/03/2019,2019,12,18232,184,1500,0
19/03/2019,2019,12,18450,218,1500,0
20/03/2019,2019,12,18675,225,1500,0
21/03/2019,2019,12,18911,236,1500,0
22/03/2019,2019,12,19130,219,1500,0
23/03/2019,2019,12,19346,216,1500,0
24/03/2019,2019,12,19548,202,1500,1
25/03/2019,2019,13,19749,201,1505,0
26/03/2019,2019,13,19967,218,1505,0
27/03/2019,2019,13,20153,186,1505,0
28/03/2019,2019,13,20358,205,1505,0
29/03/2019,2019,13,20590,232,1505,0
30/03/2019,2019,13,20843,253,1505,0
31/03/2019,2019,13,21053,210,1505,1
01/04/2019,2019,14,21266,213,1450,0
02/04/2019,2019,14,21477,211,1450,0
03/04/2019,2019,14,21684,207,1450,0
04/04/2019,2019,14,21889,205,1450,0
05/04/2019,2019,14,22088,199,1450,0
06/04/2019,2019,14,22295,207,1450,0
07/04/2019,2019,14,22503,208,1450,1
08/04/2019,2019,15,22717,214,1493,0
09/04/2019,2019,15,22916,199,1493,0
10/04/2019,2019,15,23126,210,1493,0
11/04/2019,2019,15,23343,217,1493,0
12/04/2019,2019,15,23561,218,1493,0
13/04/2019,2019,15,23784,223,1493,0
14/04/2019,2019,15,23996,212,1493,1
15/04/2019,2019,16,24185,189,1473,0
16/04/2019,2019,16,24436,251,1473,0
17/04/2019,2019,16,24677,241,1473,0
18/04/2019,2019,16,24897,220,1473,0
19/04/2019,2019,16,25117,220,1473,0
20/04/2019,2019,16,25285,168,1473,0
21/04/2019,2019,16,25469,184,1473,1
22/04/2019,2019,17,25646,177,1382,0
23/04/2019,2019,17,25853,207,1382,0
24/04/2019,2019,17,26070,217,1382,0
25/04/2019,2019,17,26273,203,1382,0
26/04/2019,2019,17,26463,190,1382,0
27/04/2019,2019,17,26651,188,1382,0
28/04/2019,2019,17,26851,200,1382,1
29/04/2019,2019,18,27057,206,1391,0
30/04/2019,2019,18,27262,205,1391,0
01/05/2019,2019,18,27452,190,1391,0
02/05/2019,2019,18,27648,196,1391,0
03/05/2019,2019,18,27844,196,1391,0
04/05/2019,2019,18,28028,184,1391,0
05/05/2019,2019,18,28242,214,1391,1
06/05/2019,2019,19,28423,181,1457,0
07/05/2019,2019,19,28619,196,1457,0
08/05/2019,2019,19,28831,212,1457,0
09/05/2019,2019,19,29042,211,1457,0
10/05/2019,2019,19,29255,213,1457,0
11/05/2019,2019,19,29463,208,1457,0
12/05/2019,2019,19,29699,236,1457,1
13/05/2019,2019,20,29895,196,1405,0
14/05/2019,2019,20,30102,207,1405,0
15/05/2019,2019,20,30305,203,1405,0
16/05/2019,2019,20,30513,208,1405,0
17/05/2019,2019,20,30716,203,1405,0
18/05/2019,2019,20,30911,195,1405,0
19/05/2019,2019,20,31104,193,1405,1
20/05/2019,2019,21,31312,208,1418,0
21/05/2019,2019,21,31532,220,1418,0
22/05/2019,2019,21,31750,218,1418,0
23/05/2019,2019,21,31932,182,1418,0
24/05/2019,2019,21,32142,210,1418,0
25/05/2019,2019,21,32326,184,1418,0
26/05/2019,2019,21,32522,196,1418,1
27/05/2019,2019,22,32744,222,1438,0
28/05/2019,2019,22,32932,188,1438,0
29/05/2019,2019,22,33156,224,1438,0
30/05/2019,2019,22,33368,212,1438,0
31/05/2019,2019,22,33595,227,1438,0
01/06/2019,2019,22,33799,204,1438,0
02/06/2019,2019,22,33960,161,1438,1
03/06/2019,2019,23,34117,157,1286,0
04/06/2019,2019,23,34307,190,1286,0
05/06/2019,2019,23,34493,186,1286,0
06/06/2019,2019,23,34688,195,1286,0
07/06/2019,2019,23,34890,202,1286,0
08/06/2019,2019,23,35091,201,1286,0
09/06/2019,2019,23,35246,155,1286,1
10/06/2019,2019,24,35460,214,1390,0
11/06/2019,2019,24,35641,181,1390,0
12/06/2019,2019,24,35845,204,1390,0
13/06/2019,2019,24,36053,208,1390,0
14/06/2019,2019,24,36253,200,1390,0
15/06/2019,2019,24,36447,194,1390,0
16/06/2019,2019,24,36636,189,1390,1
17/06/2019,2019,25,36839,203,1403,0
18/06/2019,2019,25,37054,215,1403,0
19/06/2019,2019,25,37252,198,1403,0
20/06/2019,2019,25,37450,198,1403,0
21/06/2019,2019,25,37650,200,1403,0
22/06/2019,2019,25,37835,185,1403,0
