year,date_def,juzgado,acta
2020,17/04/2020,18,5701
2020,15/03/2020,18,4123
2020,08/01/2020,18,496
2020,01/05/2020,18,6613
2020,14/05/2020,18,7701
2020,01/05/2020,18,6623
2020,07/02/2020,18,2203
2020,09/02/2020,18,2282
2020,03/03/2020,18,3510
2020,06/05/2020,18,7178
2020,30/01/2020,18,1815
2020,10/01/2020,18,645
2020,14/02/2020,18,2574
2020,19/02/2020,18,2849
2020,01/02/2020,18,1869
2020,17/04/2020,18,5707
2020,20/01/2020,18,1210
2020,,18,1950
2020,14/02/2020,18,2552
2020,05/01/2020,18,308
2020,01/05/2020,18,6619
2020,,18,6899
2020,18/02/2020,18,2784
2020,20/03/2020,18,4259
2020,15/04/2020,18,5617
2020,20/02/2020,18,2845
2020,15/02/2020,18,2612
2020,25/03/2020,18,4580
2020,01/01/2020,18,62
2020,31/03/2020,18,4850
2020,12/04/2020,18,5448
2020,25/01/2020,18,1537
2020,31/12/2019,18,57
2020,27/01/2020,18,1635
2020,26/02/2020,18,3178
2020,05/05/2020,18,7074
2020,20/03/2020,18,4280
2020,27/03/2020,18,4630
2020,05/05/2020,18,7034
2020,03/05/2020,18,6767
2020,23/03/2020,18,4475
2020,12/02/2020,18,2455
2020,12/04/2020,18,5485
2020,26/01/2020,18,1622
2020,10/05/2020,18,7402
2020,14/03/2020,18,4019
2020,,18,1197
2020,23/03/2020,18,4459
2020,20/03/2020,18,4277
2020,30/03/2020,18,4842
2020,18/02/2020,18,2752
2020,06/05/2020,18,7073
2020,26/03/2020,18,4645
2020,04/03/2020,18,3546
2020,05/05/2020,18,7023
2020,02/05/2020,18,6644
2020,28/04/2020,18,6324
2020,03/02/2020,18,2041
2020,03/02/2020,18,2013
2020,08/01/2020,18,501
2020,02/01/2020,18,167
2020,14/04/2020,18,5537
2020,24/04/2020,18,6127
2020,29/04/2020,18,6477
2020,28/04/2020,18,6375
2020,05/01/2020,18,326
2020,01/03/2020,18,3453
2020,05/05/2020,18,7066
2020,29/01/2020,18,1728
2020,22/04/2020,18,6040
2020,06/02/2020,18,2188
2020,23/02/2020,18,3079
2020,02/03/2020,18,3400
2020,04/03/2020,18,3567
2020,30/01/2020,18,1780
2020,26/01/2020,18,1636
2020,29/01/2020,18,1724
2020,19/03/2020,18,4210
2020,30/04/2020,18,6551
2020,13/05/2020,18,7646
2020,14/05/2020,18,7728
2020,24/03/2020,18,4484
2020,27/03/2020,18,4669
2020,22/01/2020,18,1347
2020,07/03/2020,18,3652
2020,03/01/2020,18,176
2020,25/01/2020,18,1510
2020,28/04/2020,18,6295
2020,15/05/2020,18,7854
2020,07/02/2020,18,2202
2020,01/02/2020,18,1889
2020,03/01/2020,18,239
2020,21/03/2020,18,4273
2020,02/02/2020,18,1989
2020,27/04/2020,18,6276
2020,16/05/2020,18,7903
2020,13/04/2020,18,5529
2020,17/03/2020,18,4254
2020,25/02/2020,18,3149
2020,05/02/2020,18,2145
2020,11/02/2020,18,2422
2020,12/01/2020,18,786
2020,12/05/2020,18,7616
2020,15/04/2020,18,5587
2020,10/01/2020,18,647
2020,31/03/2020,18,4848
2020,20/02/2020,18,2873
2020,09/04/2020,18,5326
2020,19/03/2020,18,4232
2020,07/02/2020,18,2213
2020,22/02/2020,18,3154
2020,16/05/2020,18,7863
2020,15/05/2020,18,7781
2020,27/03/2020,18,4676
2020,01/02/2020,18,1865
2020,10/01/2020,18,616
2020,24/03/2020,18,4493
2020,18/04/2020,18,5789
2020,16/02/2020,18,2646
2020,11/03/2020,18,3851
2020,17/04/2020,18,5704
2020,25/03/2020,18,4576
2020,04/03/2020,18,3563
2020,07/05/2020,18,7170
2020,06/04/2020,18,5159
2020,06/01/2020,18,417
2020,17/01/2020,18,1129
2020,01/05/2020,18,6651
2020,16/01/2020,18,962
2020,15/02/2020,18,2599
2020,14/05/2020,18,7744
2020,08/04/2020,18,5240
2020,06/05/2020,18,7057
2020,01/05/2020,18,6600
2020,29/02/2020,18,3342
2020,04/03/2020,18,3542
2020,13/05/2020,18,7623
2020,07/02/2020,18,2200
2020,17/02/2020,18,2680
2020,05/01/2020,18,344
2020,02/01/2020,18,138
2020,09/05/2020,18,7400
2020,25/04/2020,18,6199
2020,12/01/2020,18,780
2020,20/01/2020,18,1284
2020,26/01/2020,18,1571
2020,28/04/2020,18,6376
2020,20/02/2020,18,2881
2020,01/03/2020,18,3370
2020,16/01/2020,18,1051
2020,04/05/2020,18,6807
2020,04/03/2020,18,3568
2020,15/02/2020,18,2580
2020,12/05/2020,18,7550
2020,26/02/2020,18,3184
2020,19/02/2020,18,2815
2020,17/01/2020,18,1054
2020,10/04/2020,18,5375
2020,09/02/2020,18,2319
2020,12/03/2020,18,3873
2020,23/02/2020,18,3078
2020,07/01/2020,18,484
2020,01/04/2020,18,4933
2020,07/04/2020,18,5177
2020,08/04/2020,18,5233
2020,31/03/2020,18,4856
2020,12/04/2020,18,5478
2020,26/02/2020,18,3172
2020,12/03/2020,18,3887
2020,09/01/2020,18,603
2020,11/05/2020,18,7488
2020,07/03/2020,18,3665
2020,13/05/2020,18,7640
2020,15/05/2020,18,7804
2020,29/04/2020,18,6435
2020,12/03/2020,18,3934
2020,19/02/2020,18,2838
2020,11/05/2020,18,7542
2020,23/03/2020,18,4459
2020,29/01/2020,18,1730
2020,07/05/2020,18,7213
2020,05/02/2020,18,2098
2020,12/03/2020,18,3871
2020,14/01/2020,18,867
2020,24/04/2020,18,6166
2020,08/05/2020,18,7215
2020,11/05/2020,18,7481
2020,05/02/2020,18,2085
2020,12/05/2020,18,7556
2020,27/03/2020,18,4700
2020,05/01/2020,18,319
2020,02/04/2020,18,4956
2020,14/05/2020,18,7674
2020,18/03/2020,18,4163
2020,10/01/2020,18,706
2020,30/04/2020,18,6556
2020,13/05/2020,18,7697
2020,10/04/2020,18,5363
2020,23/01/2020,18,1382
2020,05/01/2020,18,360
2020,09/05/2020,18,7335
2020,14/05/2020,18,7737
2020,05/04/2020,18,5096
2020,01/05/2020,18,6735
2020,04/03/2020,18,3529
2020,07/03/2020,18,3671
2020,03/04/2020,18,5005
2020,23/04/2020,18,6081
2020,07/01/2020,18,410
2020,15/04/2020,18,5630
2020,26/01/2020,18,1604
2020,02/03/2020,18,3398
2020,02/03/2020,18,3435
2020,08/05/2020,18,7283
2020,10/01/2020,18,657
2020,06/03/2020,18,3605
2020,05/04/2020,18,5081
2020,16/05/2020,18,7853
2020,12/03/2020,18,3888
2020,10/05/2020,18,7354
2020,31/12/2019,18,102
2020,14/03/2020,18,4053
2020,04/01/2020,18,283
2020,26/01/2020,18,1607
2020,02/01/2020,18,163
2020,04/01/2020,18,261
2020,31/01/2020,18,1881
2020,02/01/2020,18,183
2020,20/01/2020,18,1223
2020,04/02/2020,18,2044
2020,19/04/2020,18,5834
2020,19/02/2020,18,2898
2020,04/03/2020,18,3535
2020,18/04/2020,18,5781
2020,09/05/2020,18,7345
2020,,18,1950
2020,25/01/2020,18,1569
2020,28/02/2020,18,3306
2020,17/02/2020,18,2674
2020,19/04/2020,18,5834
2020,,18,229
2020,,18,1191
2020,23/04/2020,18,6051
2020,24/04/2020,18,6127
2020,24/02/2020,18,3091
2020,24/01/2020,18,1468
2020,01/05/2020,18,6673
2020,14/05/2020,18,7719
2020,10/02/2020,18,2366
2020,15/02/2020,18,2664
2020,16/03/2020,18,4076
2020,18/03/2020,18,4186
2020,20/01/2020,18,1269
2020,16/05/2020,18,7896
2020,21/03/2020,18,4323
2020,04/03/2020,18,3545
2020,24/01/2020,18,1454
2020,07/01/2020,18,483
2020,10/01/2020,18,612
2020,04/05/2020,18,6909
2020,11/01/2020,18,691
2020,04/02/2020,18,2024
2020,02/01/2020,18,167
2020,06/05/2020,18,7129
2020,14/03/2020,18,4011
2020,25/03/2020,18,4552
2020,09/05/2020,18,7352
